filename,correction / note,framestart,framestop,frameoffset,class,handnum,relocatable?,bodytouch?,handtohandtouch?,mouth,WordNetEntries,SpreadTheSignExample,SignDictExample,fps,videolink_body,videolink_face,annotation_name
STRECKE,"Aufgenommen (Sept 2021)
Mundbild ""s"" zu früh vor dem Gebärde und später nach der Gebärde fertig, besser wiederholen.",185.0,200.0,,,2.0,yes,no,yes,<strecke>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=STRECKE.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_STRECKE_trimmed.mp4,STRECKE
STREICHEN,Aufgenommen 29.09.22,214.0,229.0,,,2.0,yes,no,yes,gest,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=STREICHEN.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_STREICHEN_trimmed.mp4,STREICHEN
STREIK,Aufgenommen (Sept 2021),190.0,218.0,,,2.0,yes,no,yes,<streik>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=STREIK.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_STREIK_trimmed.mp4,STREIK
STROEMEN,Aufgenommen (Sept 2021),212.0,260.0,,,2.0,yes,no,no,gest,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=STROEMEN.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_STROEMEN_trimmed.mp4,STROEMEN
STROM,"Aufgenommen am 30.03.22
Wiederholen (Feb 2023)!!!",171.0,201.0,,,2.0,no,yes,no,<strom>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=STROM.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_STROM_trimmed.mp4,STROM
STURM,"Aufgenommen (Sept 2021)
Wiederholen (Feb 2023)!!!",168.0,208.0,,,2.0,no,no,no,<sturm>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=STURM.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_STURM_trimmed.mp4,STURM
STUTTGART,Aufgenommen 21.06.22,210.0,240.0,,Ort,1.0,no,yes,no,<stuttgart>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=STUTTGART.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_STUTTGART_trimmed.mp4,STUTTGART
SUED,Aufgenommen 21.06.22,190.0,213.0,,,1.0,no,no,no,<süd>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=SUED.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_SUED_trimmed.mp4,SUED
SUPER,Aufgenommen 29.09.22,188.0,241.0,,,1.0,no,no,no,<super>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=SUPER.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_SUPER_trimmed.mp4,SUPER
SYMBOL,Aufgenommen 29.09.22,195.0,236.0,,,2.0,no,no,yes,<symbol>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=SYMBOL.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_SYMBOL_trimmed.mp4,SYMBOL
TECHNIK,Aufgenommen (Sept 2021),236.0,270.0,,,2.0,no,no,yes,<technik>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=TECHNIK.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_TECHNIK_trimmed.mp4,TECHNIK
TICKET,Aufgenommen (Dez 2021),231.0,260.0,,,2.0,no,no,yes,<ticket>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=TICKET.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_TICKET_trimmed.mp4,TICKET
TIER,Aufgenommen (Sept 2021),255.0,293.0,,,2.0,yes,no,no,<tier>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=TIER.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_TIER_trimmed.mp4,TIER
TOILETTE,Aufgenommen (Dez 2021),204.0,245.0,,,1.0,no,no,no,<toilette>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=TOILETTE.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_TOILETTE_trimmed.mp4,TOILETTE
TREFFEN(-hingehen),Aufgenommen 29.09.22,205.0,224.0,,,2.0,yes,no,yes,,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=TREFFEN(-hingehen).mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_TREFFEN(-hingehen)_trimmed.mp4,TREFFEN(-hingehen)
TRINKEN,Aufgenommen (Dez 2021),214.0,235.0,,,1.0,no,yes,no,gest,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=TRINKEN.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_TRINKEN_trimmed.mp4,TRINKEN
TUEFTELN,"Aufgenommen (Sept 2021) und (Mrz 2022), Video da.
Altes Video noch da, bitte Video vom Mrz 2022 austauschen! Dann Annotation prüfen/korrigieren.",263.0,292.0,,,2.0,no,no,yes,gest,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=TUEFTELN.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_TUEFTELN_trimmed.mp4,TUEFTELN
TUER,Aufgenommen (Sept 2021),261.0,302.0,,,2.0,no,no,yes,<tuer>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=TUER.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_TUER_trimmed.mp4,TUER
U-BAHN,Aufgenommen 21.06.22,217.0,248.0,,,1.0,no,no,no,<u-bahn>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=U-BAHN.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_U-BAHN_trimmed.mp4,U-BAHN
UEBERHOLEN,"Aufgenommen (Sept 2021)
Wiederholen (Feb 2023)!!!",185.0,214.0,,,2.0,yes,no,no,<ueberholen>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=UEBERHOLEN.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_UEBERHOLEN_trimmed.mp4,UEBERHOLEN
UEBERTRAGEN,Aufgenommen (Dez 2021),240.0,280.0,,,2.0,yes,no,no,gest,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=UEBERTRAGEN.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_UEBERTRAGEN_trimmed.mp4,UEBERTRAGEN
UHR,"Aufgenommen (Sept 2021)
UHR mehrmals tippen, eigentlich nur zweimal! Und Mundbild ""u"" ist am Anfang zu lang zu sehen, was es nicht sein sollte! Bitte wiederholen.",195.0,216.0,-7.0,,2.0,no,no,yes,<uhr>,"{15253174} S: (n) hour (hour%1:28:01::), time of day (time_of_day%1:28:00::) (clock time) ""the hour is getting late""",,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=UHR.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_UHR_trimmed.mp4,UHR
ULM,"Aufgenommen 21.06.22
Wiederholen (Feb 2023)!!!",159.0,174.0,,Ort,1.0,no,yes,no,<ulm>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=ULM.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_ULM_trimmed.mp4,ULM
UMGEKEHRT,Aufgenommen (Dez 2021),234.0,262.0,,,2.0,no,no,no,<um>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=UMGEKEHRT.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_UMGEKEHRT_trimmed.mp4,UMGEKEHRT
UMKREIS,"Aufgenommen (Sept 2021)
Wiederholen (Feb 2023)!!!",190.0,249.0,,,2.0,yes,no,no,<umkreis>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=UMKREIS.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_UMKREIS_trimmed.mp4,UMKREIS
UMPARKEN,Aufgenommen (Dez 2021),231.0,265.0,,,1.0,yes,no,no,gest,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=UMPARKEN.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_UMPARKEN_trimmed.mp4,UMPARKEN
UMWEG,"Aufgenommen (Sept 2021)
Wiederholen (Feb 2023)!!!",182.0,219.0,,,1.0,yes,no,no,<umweg>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=UMWEG.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_UMWEG_trimmed.mp4,UMWEG
UNBEKANNT,Neu aufgenommen am 22.06.22,202.0,254.0,,,2.0,no,yes,no,gest,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=UNBEKANNT.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_UNBEKANNT_trimmed.mp4,UNBEKANNT
UNFALL,Aufgenommen (Sept 2021),208.0,250.0,,,2.0,yes,no,yes,<unfall>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=UNFALL.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_UNFALL_trimmed.mp4,UNFALL
UNGEFAEHR,Aufgenommen 29.09.22,200.0,243.0,,,2.0,no,no,no,,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=UNGEFAEHR.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_UNGEFAEHR_trimmed.mp4,UNGEFAEHR
UNTER,Aufgenommen 21.06.22,197.0,218.0,,,2.0,yes,no,yes,<unter>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=UNTER.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_UNTER_trimmed.mp4,UNTER
UNTERSTUETZEN,Aufgenommen am 30.03.22,207.0,240.0,,,2.0,yes,no,yes,<unterstützung>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=UNTERSTUETZEN.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_UNTERSTUETZEN_trimmed.mp4,UNTERSTUETZEN
UNTERSUCHEN,Aufgenommen (Sept 2021),185.0,224.0,,,2.0,yes,no,no,gest,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=UNTERSUCHEN.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_UNTERSUCHEN_trimmed.mp4,UNTERSUCHEN
UNTERSUCHEN(-kurve),Neu aufgenommen am 30.03.22,204.0,256.0,,,2.0,yes,no,no,<untersuchen>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=UNTERSUCHEN(-kurve).mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_UNTERSUCHEN(-kurve)_trimmed.mp4,UNTERSUCHEN(-kurve)
UNTERWEGS,"Aufgenommen (Sept 2021)
Mundbild viel zu früh vor dem Gebärde, wiederholen!!!",172.0,204.0,,,1.0,yes,no,no,<unterwes>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=UNTERWEGS.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_UNTERWEGS_trimmed.mp4,UNTERWEGS
UTRECHT,"Aufgenommen 21.06.22, prüfen, ob die Gebärde stimmt? So hat Bele mir gezeigt, als sie einen holländischen Freund gefragt hat.",216.0,241.0,,Ort,1.0,no,yes,no,<utrecht>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=UTRECHT.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_UTRECHT_trimmed.mp4,UTRECHT
VERBINDUNG,Aufgenommen 29.09.22,178.0,205.0,,,2.0,no,no,yes,<verbindung>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=VERBINDUNG.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_VERBINDUNG_trimmed.mp4,VERBINDUNG
VERBLEIBEN,"Aufgenommen 29.09.22, wie STATIONÄR",190.0,213.0,,,1.0,yes,no,no,gest,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=VERBLEIBEN.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_VERBLEIBEN_trimmed.mp4,VERBLEIBEN
VERBOT,Aufgenommen am 30.03.22,193.0,230.0,,,2.0,yes,no,yes,<verbot>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=VERBOT.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_VERBOT_trimmed.mp4,VERBOT
VERBUND,"Aufgenommen (Dez 2021)
Wiederholen (Feb 2023)!!!",173.0,202.0,,,2.0,no,no,yes,<verbund>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=VERBUND.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_VERBUND_trimmed.mp4,VERBUND
VERGESSEN,"Fehlt, bitte wie Satz 231.
Wenn RV da ist, Annotation prüfen!
Aufgenommen (Feb 2023)",146.0,162.0,,,1.0,no,yes,no,<vergessen>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=VERGESSEN.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_VERGESSEN_trimmed.mp4,VERGESSEN
VERKAUFEN,Aufgenommen 21.06.22,211.0,234.0,,,2.0,yes,no,yes,<verkauf>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=VERKAUFEN.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_VERKAUFEN_trimmed.mp4,VERKAUFEN
VERKEHR,Aufgenommen (Dez 2021),220.0,255.0,,,2.0,no,no,no,<verkehr>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=VERKEHR.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_VERKEHR_trimmed.mp4,VERKEHR
VERSPAETEN,Aufgenommen 29.09.22,198.0,235.0,,,2.0,no,no,yes,<verspätung>,{01847210} S: (adj) delayed (delayed%3:00:00:retarded:00) (not as far along as normal in development),,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=VERSPAETEN.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_VERSPAETEN_trimmed.mp4,VERSPAETEN
VERSTEHEN,ok,209.0,242.0,,,1.0,no,no,no ,gest,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=VERSTEHEN.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_VERSTEHEN_trimmed.mp4,VERSTEHEN
VIEL,Aufgenommen am 30.03.22,209.0,243.0,,,1.0,no,yes,no,<viel>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=VIEL.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_VIEL_trimmed.mp4,VIEL
VIELFALT,Aufgenommen 29.09.22,179.0,221.0,,,2.0,yes,no,yes,<vielfalt>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=VIELFALT.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_VIELFALT_trimmed.mp4,VIELFALT
VOLL,Aufgenommen (Dez 2021),210.0,227.0,,,2.0,no,no,yes,<voll>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=VOLL.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_VOLL_trimmed.mp4,VOLL
VOLL2,"Aufgenommen 29.09.22
Wiederholen Feb 2023!!!
Ohne Kopfbewegung, Annotation prüfen ggf. korrigieren!",156.0,171.0,,,2.0,yes,no,no,<voll>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=VOLL2.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_VOLL2_trimmed.mp4,VOLL2
VON-BIS,Aufgenommen (Dez 2021),232.0,260.0,,,1.0,no,no,no,gest,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=VON-BIS.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_VON-BIS_trimmed.mp4,VON-BIS
VON-BIS2,Aufgenommen 29.09.22,220.0,254.0,,,2.0,yes,no,yes,gest,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=VON-BIS2.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_VON-BIS2_trimmed.mp4,VON-BIS2
VOR,Aufgenommen (Sept 2021),232.0,257.0,,,2.0,yes,no,no,<vor>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=VOR.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_VOR_trimmed.mp4,VOR
VORLAEUFIG,"Aufgenommen am 30.03.22
Wiederholen (Feb 2023)!!!",188.0,235.0,,,2.0,no,no,no,<vorläufig>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=VORLAEUFIG.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_VORLAEUFIG_trimmed.mp4,VORLAEUFIG
VORNE,Aufgenommen (Sept 2021),221.0,260.0,,,1.0,yes,no,no,<vorne>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=VORNE.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_VORNE_trimmed.mp4,VORNE
VORNE(-nah),Aufgenommen (Dez 2021),216.0,233.0,,,1.0,yes,no,no,gest,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=VORNE(-nah).mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_VORNE(-nah)_trimmed.mp4,VORNE(-nah)
VORSICHTIG,"Mundbild viel zu früh vor dem Gebärde, wiederholen!!!",151.0,177.0,,,2.0,no,yes,no,<vorsichtig>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=VORSICHTIG.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_VORSICHTIG_trimmed.mp4,VORSICHTIG
WACH,Aufgenommen 21.06.22,203.0,217.0,,,2.0,no,no,no,<wach>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=WACH.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_WACH_trimmed.mp4,WACH
WAGEN,Aufgenommen (Dez 2021),221.0,240.0,,,2.0,no,no,yes,<wagen>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=WAGEN.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_WAGEN_trimmed.mp4,WAGEN
WAGEN2,Aufgenommen am 30.03.22,144.0,165.0,,,2.0,yes,no,yes,<wagen>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=WAGEN2.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_WAGEN2_trimmed.mp4,WAGEN2
