filename,correction / note,framestart,framestop,frameoffset,class,handnum,relocatable?,bodytouch?,handtohandtouch?,mouth,WordNetEntries,SpreadTheSignExample,SignDictExample,fps,videolink_body,videolink_face,annotation_name
GESCHWINDIGKEIT,"Aufgenommen (Sept 2021)
Wiederholen (Feb 2023)!!!",135.0,191.0,,,2.0,no,no,no,<geschwindigkeit>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=GESCHWINDIGKEIT.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_GESCHWINDIGKEIT_trimmed.mp4,GESCHWINDIGKEIT
GEWESEN,"Neu aufgenommen am 30.03.22, aber die Gebärde ist viel zu tief, nicht natürlich. Bitte schaue Satz 60 und mache das nach!!! Muss wiederholen!
---
Wenn, neue Referenzvideo da ist, dann alle Annotationsdaten überprüfen!!! NOVA-Annotation prüfen/korrigieren: Nicht-dom-hand: Entspannt?! eingeben!
---
Alte Gebärde vom September 2021 aufgenommen.",156.0,171.0,,,2.0,no,no,no,<gewesen>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=GEWESEN.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_GEWESEN_trimmed.mp4,GEWESEN
GLEIS,"Neu aufgenommen am 01.07.21, alles ok.",143.0,174.0,,,1.0,yes,no,no ,<gleis>,"{04470914} S: (n) track (track%1:06:01::), rail (rail%1:06:01::), rails (rails%1:06:00::), runway (runway%1:06:02::) (a bar or pair of parallel bars of rolled steel making the railway along which railroad cars or other vehicles can roll)",Absent,https://signdict.org/entry/1816-gleis,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=GLEIS.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_GLEIS_trimmed.mp4,GLEIS
GOTHA,Aufgenommen (Dez 2021),222.0,255.0,,Ort,1.0,no,yes,no,<gotha>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=GOTHA.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_GOTHA_trimmed.mp4,GOTHA
GROSS,Aufgenommen (Sept 2021),262.0,302.0,,,2.0,yes,no,no,<gross>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=GROSS.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_GROSS_trimmed.mp4,GROSS
GRUND,"Aufgenommen am 30.03.22 (wiederholt), Video da.
GRUND mehrmals tippen, eigentlich nur zweimal! Und Mundbild ""u"" ist am Anfang zu lang zu sehen, was es nicht sein sollte! 
--
Video wurde im NOVA noch nicht ausgetauscht!",186.0,204.0,,,2.0,no,no,yes,<grund>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=GRUND.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_GRUND_trimmed.mp4,GRUND
HALLE,Aufgenommen 29.09.22,206.0,226.0,,,2.0,yes,no,yes,<halle>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=HALLE.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_HALLE_trimmed.mp4,HALLE
HALLE(-Ort),Aufgenommen (Feb 2023),198.0,217.0,,Ort,1.0,no,yes,no,<halle>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=HALLE(-Ort).mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_HALLE(-Ort)_trimmed.mp4,HALLE(-Ort)
HALLO,"Muss wiederholen, Anfang Mundbild zu früh! Einhändig!
---
Wenn, neue Referenzvideo da ist, dann alle Annotationsdaten überprüfen!!! 
Gebärde vom Sept 22.06.22 aufgenommen.",191.0,241.0,,,1.0,no,no,no,<hallo>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=HALLO.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_HALLO_trimmed.mp4,HALLO
HALT,"Aufgenommen (Dez 2021) 
Mundbild viel zu früh vor dem Gebärde, wiederholen!!! Wie Satz 68.",209.0,227.0,,,1.0,yes,no,no,<halt>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=HALT.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_HALT_trimmed.mp4,HALT
HAMBURG,"Aufgenommen (Dez 2021)
Wiederholen (Feb 2023)!!!",210.0,239.0,,Ort,1.0,no,no,no,<hamburg>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=HAMBURG.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_HAMBURG_trimmed.mp4,HAMBURG
HANNOVER,"Neu aufgenommen am 22.06.22, alles ok.",217.0,257.0,,Ort,1.0,no,no,no,<hannover>,"{08791512} S: (n) Hannover (hannover%1:15:00::), Hanover (hanover%1:15:00::) (a port city in northwestern Germany; formerly a member of the Hanseatic League)",,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=HANNOVER.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_HANNOVER_trimmed.mp4,HANNOVER
HAUPT,Aufgenommen 29.09.22,192.0,216.0,,,1.0,no,no,no,<haupt>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=HAUPT.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_HAUPT_trimmed.mp4,HAUPT
HAUPTBAHNHOF,"Mundbild und Gebärde nicht gleichzeitig beendet, wiederholen!!!",177.0,242.0,,,1.0,no,yes,no,<hauptbahnhof>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=HAUPTBAHNHOF.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_HAUPTBAHNHOF_trimmed.mp4,HAUPTBAHNHOF
HAVEL,"Wie Fluß (Elbe), ist bei Stadt Brandenburg.
Aufgenommen (Feb 2023)",221.0,257.0,,Ort,1.0,no,no,no,<havel>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=HAVEL.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_HAVEL_trimmed.mp4,HAVEL
HEFTIG,Aufgenommen 29.09.22,181.0,212.0,,,1.0,no,no,no,gest,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=HEFTIG.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_HEFTIG_trimmed.mp4,HEFTIG
HELFEN,Aufgenommen am 30.03.22,196.0,230.0,,,2.0,yes,no,yes,<helfen>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=HELFEN.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_HELFEN_trimmed.mp4,HELFEN
HERUMGEHEN,Aufgenommen 29.09.22,195.0,242.0,,,1.0,yes,no,no,gest,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=HERUMGEHEN.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_HERUMGEHEN_trimmed.mp4,HERUMGEHEN
HEUTE,"Neu aufgenommen am 22.06.22, alles ok.",188.0,212.0,,,1.0,no,no,no,<heute>,"{15180961} S: (n) today (today%1:28:01::) (the day that includes the present moment (as opposed to yesterday or tomorrow)) ""Today is beautiful""; ""did you see today's newspaper?""",,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=HEUTE.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_HEUTE_trimmed.mp4,HEUTE
HIER,"Aufgenommen (Dez 2021)
Wiederholen (Feb 2023)!!!",186.0,216.0,,,1.0,no,no,no,<hier>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=HIER.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_HIER_trimmed.mp4,HIER
HINSEHEN,Aufgenommen 29.09.22,197.0,288.0,,,1.0,yes,yes,no,gest,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=HINSEHEN.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_HINSEHEN_trimmed.mp4,HINSEHEN
HINSEHEN(-mich),Aufgenommen 29.09.22,238.0,270.0,,,2.0,no,no,no,gest,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=HINSEHEN(-mich).mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_HINSEHEN(-mich)_trimmed.mp4,HINSEHEN(-mich)
HINTEN,Aufgenommen (Sept 2021),231.0,268.0,,,1.0,yes,no,no,<hinten>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=HINTEN.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_HINTEN_trimmed.mp4,HINTEN
HINTEN2,Aufgenommen 21.06.22,317.0,351.0,,,1.0,no,no,no,<hinten>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=HINTEN2.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_HINTEN2_trimmed.mp4,HINTEN2
HOCHWASSER,Aufgenommen (Sept 2021),254.0,289.0,,,2.0,no,no,no,<hochwasser>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=HOCHWASSER.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_HOCHWASSER_trimmed.mp4,HOCHWASSER
HUSUM,Aufgenommen (Feb 2023),260.0,298.0,,Ort,1.0,no,yes,no,<husum>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=HUSUM.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_HUSUM_trimmed.mp4,HUSUM
ICE,"Aufgenommen (Sept 2021)
Mundbild ""i"" etwas zu früh vor dem Gebärde, wiederholen!!!",210.0,225.0,,,1.0,no,no,no,<i-c-e>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=ICE.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_ICE_trimmed.mp4,ICE
ICH,Aufgenommen 29.09.22,174.0,183.0,,,1.0,no,no,no,<ich>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=ICH.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_ICH_trimmed.mp4,ICH
IHR,Aufgenommen 29.09.22,187.0,204.0,,,1.0,no,no,no,gest,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=IHR.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_IHR_trimmed.mp4,IHR
IHR-ALLE,Neu aufgenommen am 22.06.22,214.0,253.0,,,2.0,no,no,yes ,"gest-smile
",,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=IHR-ALLE.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_IHR-ALLE_trimmed.mp4,IHR-ALLE
IN,Aufgenommen (Dez 2021),207.0,217.0,,,1.0,no,no,no,<in>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=IN.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_IN_trimmed.mp4,IN
IN-ORDNUNG,Aufgenommen am 30.03.22,192.0,209.0,,,2.0,no,no,no,<in ordnung>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=IN-ORDNUNG.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_IN-ORDNUNG_trimmed.mp4,IN-ORDNUNG
INDEX,Aufgenommen 21.06.22,198.0,208.0,,,1.0,yes,no,no,gest,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=INDEX.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_INDEX_trimmed.mp4,INDEX
INDEX(-plural),Aufgenommen (Dez 2021),222.0,257.0,-6.0,,1.0,yes,no,no,gest,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=INDEX(-plural).mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_INDEX(-plural)_trimmed.mp4,INDEX(-plural)
INDEX2,Aufgenommen 21.06.22,214.0,234.0,,,1.0,yes,no,no,gest,none,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=INDEX2.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_INDEX2_trimmed.mp4,INDEX2
INFORMATION,"Aufgenommen (Sept 2021)
Mundbild ""i"" zu früh und Gebärde nicht gleichzeitig beendet, wiederholen!!!",174.0,196.0,,,2.0,yes,no,no,<info>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=INFORMATION.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_INFORMATION_trimmed.mp4,INFORMATION
INFORMATION(-nach-hinten),"Aufgenommen 21.06.22
Wiederholen (Feb 2023)!!!",215.0,234.0,,,2.0,yes,no,yes,<info>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=INFORMATION(-nach-hinten).mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_INFORMATION(-nach-hinten)_trimmed.mp4,INFORMATION(-nach-hinten)
INGOLSTADT,"Aufgenommen 21.06.22
Wiederholen (Feb 2023)!!!",229.0,272.0,,Ort,1.0,no,yes,no,<ingolstadt>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=INGOLSTADT.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_INGOLSTADT_trimmed.mp4,INGOLSTADT
INNSBRUCK,Aufgenommen 21.06.22,200.0,262.0,,Ort,2.0,no,yes,no,<innsbruck>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=INNSBRUCK.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_INNSBRUCK_trimmed.mp4,INNSBRUCK
JETZT,"""Neu aufgenommen am 30.03.22, Video da!!!
---
Wenn, neue Referenzvideo da ist, dann alle Annotationsdaten überprüfen!!! 
---
Bitte nehmt als Referenzvideo die aktuellere Aufnahme vom Satz 22 auf. Ist neutraler. Nur einmal Bewegung nach unten, nicht mehrmals! Beidhändig.
Falsches Referenzvideo: https://hcm-lab.de/nova/download?path=%2Favasag_gebaerden%2FJETZT&files=gebaerdler.gebaerde.mp4

Satz 22, JETZT ab 0:04: https://drive.google.com/file/d/1ThJuZkiWqtvtmhplySEQQE4oZgrFCeKk/view?usp=sharing",204.0,222.0,,,2.0,no,no,no,<jez>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=JETZT.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_JETZT_trimmed.mp4,JETZT
KANN,Aufgenommen (Dez 2021),226.0,239.0,,,2.0,no,no,no,<kann>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=KANN.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_KANN_trimmed.mp4,KANN
KANN-NICHT,Aufgenommen (Dez 2021),224.0,257.0,,,2.0,no,no,no,<kann-nicht>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=KANN-NICHT.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_KANN-NICHT_trimmed.mp4,KANN-NICHT
KAPUTT,"Fehlt, bitte wie Satz 224.
Wenn RV da ist, Annotation prüfen!
Aufgenommen (Feb 2023)",170.0,202.0,,,2.0,yes,no,yes,<kaputt>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=KAPUTT.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_KAPUTT_trimmed.mp4,KAPUTT
KIEL,Aufgenommen (Feb 2023),224.0,235.0,,Ort,1.0,no,yes,no,<kiel>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=KIEL.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_KIEL_trimmed.mp4,KIEL
KLASSE,"Aufgenommen (Dez 2021)
Wiederholen (Feb 2023)!!!",287.0,316.0,,,2.0,no,no,yes,<klasse>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=KLASSE.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_KLASSE_trimmed.mp4,KLASSE
KOELN,"Neu aufgenommen am 22.06.22, alles ok.",190.0,216.0,,Ort,2.0,no,no,no,<koeln>,"{08790140} S: (n) Cologne (cologne%1:15:00::), Koln (koln%1:15:00::) (a commercial center and river port in western Germany on the Rhine River; flourished during the 15th century as a member of the Hanseatic League)",,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=KOELN.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_KOELN_trimmed.mp4,KOELN
KOFFER,Aufgenommen 29.09.22,158.0,192.0,,,1.0,no,no,no,<koffer>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=KOFFER.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_KOFFER_trimmed.mp4,KOFFER
KOLLEGE,Aufgenommen 29.09.22,183.0,212.0,,,1.0,no,yes,no,<kollege>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=KOLLEGE.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_KOLLEGE_trimmed.mp4,KOLLEGE
KOMMEN,"Falsch aufgenommen 29.09.22
Bitte wie Satz 124, MB: <komm> wiederholen: (KOMM, von vorne zu mir), dann Annotation prüfen!!!",248.0,262.0,,,1.0,yes,no,no,<komm>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=KOMMEN.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_KOMMEN_trimmed.mp4,KOMMEN
KOMMEN(-von-hinten),ok,130.0,148.0,,,1.0,yes,no,no,<komm>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=KOMMEN(-von-hinten).mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_KOMMEN(-von-hinten)_trimmed.mp4,KOMMEN(-von-hinten)
KOMMEN2,"Aufgenommen (Dez 2021), MB zu früh.
Wiederholen (Feb 2023)!!!",229.0,247.0,,,1.0,no,no,no,<komm>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=KOMMEN2.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_KOMMEN2_trimmed.mp4,KOMMEN2
KOPPELN,Aufgenommen 21.06.22,218.0,233.0,,,2.0,yes,no,yes,gest,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=KOPPELN.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_KOPPELN_trimmed.mp4,KOPPELN
KRANK,Aufgenommen am 30.03.22,220.0,242.0,,,1.0,no,yes,no,<krank>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=KRANK.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_KRANK_trimmed.mp4,KRANK
KUEMMERN,"Aufgenommen (Sept 2021)
Wiederholen (Feb 2023)!!!",280.0,325.0,,,1.0,yes,no,no,<kuemmern>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=KUEMMERN.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_KUEMMERN_trimmed.mp4,KUEMMERN
KULANZ,Aufgenommen 29.09.22,173.0,204.0,,,1.0,no,yes,no,<kulanz>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=KULANZ.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_KULANZ_trimmed.mp4,KULANZ
